file,total_nodes,leaf_nodes,internal_nodes,max_depth,average_branching_factor,max_branching_factor,min_branching_factor,first_branching_factor,depth_per_nodes,internal_per_depth,state,total_segments,avg_segment_len,max_segment_len,min_segment_len,std_dev_len,code_analysis,mental_execution,test_generation,bug_fixing,language_mapping,high_level_plan,empty, ,plan_outlining,outline
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC150_C___codeforces_669_A___codeforces_96_B.json,85,21,64,31,1.31,4,1,1,0.36470588235294116,2.064516129032258,incorrect,84,513.0714285714286,5161.0,103.0,742.3166080882993,16,37,1,1,0,0,0,23.0,1.0,5.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_621_A___codeforces_514_A___codeforces_59_A.json,82,20,62,27,1.31,3,1,1,0.32926829268292684,2.2962962962962963,incorrect,81,542.1975308641976,5704.0,104.0,725.0966559665181,9,55,1,2,1,0,0,13.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC171_E___atcoder_ABC164_D___codeforces_49_A.json,99,29,70,39,1.4,4,1,1,0.3939393939393939,1.794871794871795,correct,98,426.6938775510204,3716.0,101.0,573.1462347026994,18,67,0,1,1,0,0,11.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_189_A___atcoder_ABC155_E___atcoder_ABC151_A.json,73,18,55,24,1.31,5,1,1,0.3287671232876712,2.2916666666666665,correct,72,513.6388888888889,4283.0,104.0,727.1925235820826,21,44,0,2,0,0,0,5.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC166_C___atcoder_ABC164_D___codeforces_579_A.json,55,14,41,23,1.32,3,1,1,0.41818181818181815,1.7826086956521738,correct,54,485.85185185185185,2994.0,100.0,551.1901499587963,16,27,2,0,2,0,0,6.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC004_D___atcoder_ABC124_C___atcoder_ABC114_C.json,131,33,98,46,1.33,4,1,1,0.3511450381679389,2.130434782608696,incorrect,130,361.8692307692308,1999.0,101.0,365.10829631516646,26,70,0,4,0,0,0,28.0,1.0,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_242_B___atcoder_ABC149_C___atcoder_ABC135_D.json,57,9,48,22,1.17,3,1,1,0.38596491228070173,2.1818181818181817,incorrect,56,722.9107142857143,4370.0,105.0,850.1477791705225,16,32,0,0,2,0,0,5.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_333_B___atcoder_ABC178_A___atcoder_ABC164_D.json,106,25,81,29,1.3,5,1,1,0.27358490566037735,2.793103448275862,incorrect,105,399.0190476190476,3835.0,100.0,433.41277582586815,16,62,0,10,2,0,0,14.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC172_D___atcoder_ABC151_A___codeforces_276_B.json,55,16,39,21,1.38,3,1,1,0.38181818181818183,1.8571428571428572,correct,54,367.81481481481484,1461.0,107.0,327.3383267412153,3,45,0,0,0,0,0,4.0,,2.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC123_B___atcoder_ABC135_D___atcoder_ABC136_B.json,81,15,66,43,1.21,3,1,1,0.5308641975308642,1.5348837209302326,incorrect,80,543.7875,6076.0,110.0,981.6626646580505,18,49,1,1,1,0,0,10.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_350_B___atcoder_ARC086_B___atcoder_AGC025_A.json,204,121,83,37,2.45,26,1,1,0.18137254901960784,2.2432432432432434,incorrect,203,280.0,788.0,100.0,96.5070663805824,9,142,0,0,0,0,0,52.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC027_A___atcoder_ABC122_D___codeforces_96_B.json,72,18,54,26,1.31,3,1,1,0.3611111111111111,2.076923076923077,incorrect,71,651.8591549295775,9443.0,100.0,1228.990925176012,14,41,0,0,2,0,0,14.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_274_A___codeforces_59_A___codeforces_622_A.json,199,95,104,29,1.9,17,1,1,0.1457286432160804,3.586206896551724,incorrect,198,295.32323232323233,857.0,100.0,188.05671076192814,2,139,0,0,0,0,0,57.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC106_C___atcoder_AGC034_B___codeforces_276_B.json,126,41,85,31,1.47,5,1,1,0.24603174603174602,2.7419354838709675,incorrect,125,383.696,2205.0,100.0,305.8775114322725,6,114,1,0,1,0,0,3.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC004_D___codeforces_678_B___atcoder_ABC164_D.json,91,17,74,52,1.22,3,1,1,0.5714285714285714,1.4230769230769231,incorrect,90,407.46666666666664,6383.0,100.0,696.8159236560788,16,41,0,1,0,0,0,32.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC167_C___atcoder_ABC169_D___atcoder_ABC158_A.json,82,22,60,30,1.35,4,1,2,0.36585365853658536,2.0,correct,81,436.8024691358025,4543.0,101.0,660.4444037871979,5,66,1,1,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_629_A___codeforces_276_B___atcoder_ARC062_B.json,61,12,49,24,1.22,4,1,1,0.39344262295081966,2.0416666666666665,correct,60,469.3833333333333,4770.0,105.0,689.2699427327454,9,40,2,0,0,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC152_E___atcoder_ABC151_A___codeforces_276_B.json,87,21,66,44,1.3,4,1,1,0.5057471264367817,1.5,incorrect,86,528.9186046511628,17569.0,101.0,1887.839251725548,6,69,1,0,0,0,1,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_99_A___atcoder_ABC164_D___codeforces_8_B.json,114,34,80,41,1.41,4,1,1,0.35964912280701755,1.951219512195122,incorrect,113,375.6637168141593,4419.0,102.0,531.5880623629317,16,78,0,4,0,0,0,15.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_67_B___atcoder_ABC149_C___codeforces_622_A.json,91,20,71,42,1.27,3,1,1,0.46153846153846156,1.6904761904761905,correct,90,463.25555555555553,3608.0,109.0,574.8902300910864,14,68,0,2,1,0,0,5.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_190_A___atcoder_AGC034_B___atcoder_ARC062_B.json,96,21,75,62,1.27,3,1,1,0.6458333333333334,1.2096774193548387,incorrect,95,474.4315789473684,3589.0,103.0,529.5846154767037,7,83,0,1,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC006_A___codeforces_58_B___atcoder_ABC172_D.json,137,58,79,24,1.72,22,1,2,0.17518248175182483,3.2916666666666665,incorrect,136,422.2720588235294,1226.0,100.0,238.8011249713487,2,80,0,0,0,0,0,54.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_609_B___atcoder_AGC025_A___atcoder_ABC174_C.json,34,13,21,11,1.57,3,1,1,0.3235294117647059,1.9090909090909092,correct,33,694.8484848484849,4642.0,102.0,924.1549559331257,7,20,0,0,0,0,0,5.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC143_A___atcoder_ABC120_C___codeforces_58_B.json,57,10,47,34,1.19,3,1,1,0.5964912280701754,1.3823529411764706,correct,56,495.5357142857143,3860.0,106.0,585.065776077923,6,47,0,0,0,0,0,3.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_106_B___codeforces_58_B___codeforces_672_A.json,133,37,96,28,1.38,4,1,1,0.21052631578947367,3.4285714285714284,incorrect,132,337.4015151515151,3168.0,101.0,326.3548122965818,5,109,0,0,1,0,0,16.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC158_B___codeforces_276_B___codeforces_32_B.json,57,7,50,30,1.12,2,1,1,0.5263157894736842,1.6666666666666667,correct,56,474.48214285714283,1968.0,101.0,466.70150051656736,7,40,0,1,2,0,0,5.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC155_E___atcoder_ABC169_D___atcoder_ABC051_A.json,76,17,59,28,1.27,3,1,1,0.3684210526315789,2.107142857142857,incorrect,75,501.24,3170.0,101.0,618.6712404692688,22,47,0,0,1,0,0,4.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC002_B___codeforces_147_A___atcoder_ABC164_D.json,81,15,66,37,1.21,3,1,1,0.4567901234567901,1.7837837837837838,correct,80,441.8125,4597.0,104.0,588.3640932032529,21,52,0,1,0,0,0,6.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_171_A___codeforces_96_B___atcoder_ABC170_A.json,70,17,53,29,1.3,3,1,1,0.4142857142857143,1.8275862068965518,incorrect,69,679.6231884057971,18324.0,103.0,2181.6502260596576,3,64,0,0,0,0,0,1.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC013_A___codeforces_110_B___atcoder_ABC151_A.json,86,17,69,47,1.23,4,1,1,0.5465116279069767,1.4680851063829787,correct,85,560.8235294117648,3373.0,101.0,591.0208113423554,11,62,0,3,0,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_356_A___atcoder_ABC155_E___atcoder_ABC051_A.json,152,56,96,24,1.57,5,1,1,0.15789473684210525,4.0,incorrect,151,336.42384105960264,4681.0,100.0,449.96452359545106,11,72,0,0,2,0,0,65.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC158_A___atcoder_ARC062_B___atcoder_ABC051_A.json,44,6,38,32,1.13,3,1,1,0.7272727272727273,1.1875,correct,43,386.83720930232556,1616.0,117.0,359.21892318331305,6,27,1,0,0,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC033_A___atcoder_ABC051_A___codeforces_678_B.json,78,18,60,36,1.28,3,1,2,0.46153846153846156,1.6666666666666667,incorrect,77,411.5194805194805,3857.0,101.0,493.3370421076407,13,52,1,0,1,0,0,10.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_272_B___atcoder_ABC164_D___atcoder_ABC043_B.json,93,19,74,34,1.24,4,1,1,0.3655913978494624,2.176470588235294,incorrect,92,440.92391304347825,3447.0,100.0,463.36901094160726,20,63,0,2,0,0,0,7.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC033_B___atcoder_ABC124_C___codeforces_96_B.json,80,20,60,42,1.32,5,1,1,0.525,1.4285714285714286,incorrect,79,499.88607594936707,4435.0,100.0,696.5248166348782,16,54,0,0,2,0,0,7.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_669_A___codeforces_96_B___atcoder_ABC132_A.json,78,18,60,36,1.28,3,1,1,0.46153846153846156,1.6666666666666667,incorrect,77,501.38961038961037,3767.0,102.0,555.8362631833074,13,56,0,1,1,0,0,6.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_632_B___atcoder_ABC149_C___codeforces_58_B.json,62,10,52,36,1.17,3,1,2,0.5806451612903226,1.4444444444444444,correct,61,488.27868852459017,3481.0,105.0,542.5269311640219,11,41,0,2,1,0,0,5.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC118_C___codeforces_147_A___atcoder_ABC142_A.json,126,34,92,43,1.36,4,1,1,0.3412698412698413,2.13953488372093,incorrect,125,401.752,4788.0,100.0,530.4015924658622,17,80,0,4,3,0,0,20.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_148_B___atcoder_ABC178_A___codeforces_669_A.json,19,6,13,11,1.38,3,1,1,0.5789473684210527,1.1818181818181819,correct,18,511.55555555555554,2600.0,101.0,636.785791134546,4,7,0,1,3,0,0,3.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_356_A___atcoder_ABC124_C___codeforces_669_A.json,67,17,50,25,1.32,2,1,1,0.373134328358209,2.0,correct,66,533.0,4093.0,107.0,691.3521645186448,10,30,0,0,1,0,0,24.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC108_B___atcoder_ABC124_A___atcoder_ABC142_A.json,79,10,69,42,1.13,3,1,1,0.5316455696202531,1.6428571428571428,correct,78,348.38461538461536,1972.0,101.0,329.57033148723116,11,58,0,0,1,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ARC086_B___atcoder_ABC149_C___atcoder_ABC174_C.json,61,14,47,34,1.28,3,1,2,0.5573770491803278,1.3823529411764706,correct,60,426.75,2211.0,100.0,414.0615947383772,8,44,0,1,0,0,0,7.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC164_D___atcoder_ABC120_C___atcoder_ABC151_A.json,65,13,52,20,1.23,3,1,1,0.3076923076923077,2.6,incorrect,64,485.828125,2235.0,103.0,493.0644877069311,12,43,0,1,0,0,0,6.0,1.0,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC046_B___codeforces_147_A___atcoder_ABC124_C.json,123,32,91,29,1.34,4,1,1,0.23577235772357724,3.1379310344827585,incorrect,122,387.23770491803276,3614.0,102.0,459.4260532461134,15,85,0,0,1,0,0,19.0,1.0,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_296_A___atcoder_ABC164_D___atcoder_ABC155_E.json,167,67,100,45,1.66,12,1,1,0.2694610778443114,2.2222222222222223,incorrect,166,281.36746987951807,2307.0,105.0,244.17478320571868,20,91,0,35,3,0,0,17.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_581_B___atcoder_ABC132_A___atcoder_ABC164_D.json,85,21,64,25,1.31,3,1,1,0.29411764705882354,2.56,correct,84,381.7738095238095,3758.0,101.0,446.61941295546717,18,59,1,1,1,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ARC062_B___atcoder_AGC034_B___codeforces_147_A.json,96,22,74,26,1.28,3,1,1,0.2708333333333333,2.8461538461538463,correct,95,423.30526315789473,3471.0,101.0,491.2509882765049,8,81,0,0,0,0,0,5.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC171_B___codeforces_678_B___codeforces_59_A.json,58,15,43,24,1.33,3,1,1,0.41379310344827586,1.7916666666666667,correct,57,360.3859649122807,3781.0,100.0,586.6619784359269,7,40,1,1,0,0,0,7.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_131_B___atcoder_ABC051_A___codeforces_678_B.json,63,13,50,25,1.24,2,1,1,0.3968253968253968,2.0,correct,62,460.19354838709677,1952.0,106.0,395.9839721342299,8,42,0,4,2,0,0,6.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC035_B___atcoder_ABC170_A___codeforces_55_A.json,85,27,58,37,1.45,4,1,1,0.43529411764705883,1.5675675675675675,incorrect,84,565.7380952380952,6499.0,105.0,1019.9860513934942,15,40,2,3,0,0,0,23.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_55_A___codeforces_276_B___atcoder_ABC051_A.json,47,8,39,18,1.18,2,1,2,0.3829787234042553,2.1666666666666665,correct,46,554.2391304347826,2296.0,106.0,557.4210530961157,6,34,0,0,0,0,0,6.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC171_B___atcoder_ABC124_C___atcoder_ABC135_D.json,82,12,70,48,1.16,4,1,1,0.5853658536585366,1.4583333333333333,incorrect,81,537.5679012345679,4537.0,103.0,749.0085102699369,23,43,0,2,1,0,0,11.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_596_B___atcoder_ABC135_D___atcoder_AGC025_A.json,90,22,68,39,1.31,4,1,1,0.43333333333333335,1.7435897435897436,correct,89,499.40449438202245,3837.0,100.0,639.7985961347013,20,53,1,4,3,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC024_B___atcoder_ABC170_A___atcoder_ABC132_A.json,107,23,84,38,1.26,3,1,1,0.35514018691588783,2.210526315789474,correct,106,362.5188679245283,2783.0,103.0,341.98870020686707,6,95,0,0,1,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC035_B___atcoder_ABC178_A___atcoder_AGC025_A.json,97,19,78,53,1.23,5,1,1,0.5463917525773195,1.471698113207547,correct,96,411.8229166666667,3654.0,101.0,604.7393870140594,10,56,0,3,3,0,0,23.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC145_C___atcoder_ABC155_E___atcoder_ABC124_C.json,147,47,100,35,1.46,4,1,1,0.23809523809523808,2.857142857142857,incorrect,146,332.8904109589041,4091.0,102.0,411.6507244520516,23,95,0,1,4,0,0,22.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC070_B___atcoder_ABC120_C___atcoder_ARC062_B.json,56,16,40,20,1.38,3,1,1,0.35714285714285715,2.0,correct,55,478.1272727272727,2743.0,103.0,487.94801083666823,9,36,0,2,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC122_D___codeforces_32_B___codeforces_49_A.json,105,22,83,28,1.25,3,1,1,0.26666666666666666,2.9642857142857144,incorrect,104,413.58653846153845,4988.0,103.0,541.8278057456664,30,57,1,3,0,0,0,11.0,2.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_106_B___atcoder_ARC062_B___atcoder_ABC132_A.json,60,8,52,32,1.13,2,1,1,0.5333333333333333,1.625,correct,59,391.64406779661016,2318.0,114.0,407.6029069433693,10,42,0,2,1,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_272_B___atcoder_ABC178_A___atcoder_ABC135_D.json,77,21,56,33,1.36,4,1,1,0.42857142857142855,1.696969696969697,correct,76,450.4736842105263,4261.0,100.0,625.4216172297257,15,51,0,0,0,0,0,9.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_387_A___codeforces_32_B___atcoder_ABC149_C.json,88,17,71,35,1.23,4,1,1,0.3977272727272727,2.0285714285714285,incorrect,87,444.97701149425285,3227.0,101.0,511.2788338832457,5,72,0,1,1,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_612_B___atcoder_AGC034_B___codeforces_622_A.json,80,23,57,20,1.39,4,1,1,0.25,2.85,correct,79,462.9493670886076,4181.0,113.0,527.9889980092626,11,53,0,3,1,0,0,11.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_421_A___atcoder_ABC164_D___atcoder_ABC043_B.json,123,30,93,62,1.31,5,1,1,0.5040650406504065,1.5,correct,122,330.8688524590164,3632.0,103.0,359.3401195262666,26,77,1,3,0,0,0,14.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_31_A___atcoder_ABC178_A___atcoder_ABC120_C.json,89,12,77,41,1.14,3,1,1,0.4606741573033708,1.8780487804878048,correct,88,410.77272727272725,2250.0,102.0,376.5608658430009,8,73,0,1,0,0,0,5.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC046_A___codeforces_96_B___codeforces_678_B.json,7,1,6,6,1.0,1,1,1,0.8571428571428571,1.0,incorrect,6,8991.166666666666,50985.0,118.0,20583.568839408454,1,5,0,0,0,0,0,,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC129_E___atcoder_ABC136_B___codeforces_669_A.json,53,10,43,26,1.21,3,1,1,0.49056603773584906,1.6538461538461537,incorrect,52,526.1538461538462,4996.0,100.0,781.9141767411809,11,21,3,4,0,0,0,13.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC120_C___atcoder_ABC124_C___codeforces_514_A.json,65,10,55,48,1.16,3,1,1,0.7384615384615385,1.1458333333333333,correct,64,554.765625,4606.0,100.0,687.212906686904,10,50,0,0,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_222_A___codeforces_669_A___atcoder_ABC132_A.json,58,13,45,36,1.27,3,1,1,0.6206896551724138,1.25,correct,57,543.3333333333334,3826.0,101.0,629.3005281754536,4,44,0,0,1,0,0,7.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_31_A___codeforces_8_B___atcoder_ABC132_A.json,89,24,65,32,1.35,4,1,1,0.3595505617977528,2.03125,correct,88,398.375,4145.0,101.0,497.73390648685637,7,61,0,0,0,0,1,19.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC010_B___codeforces_32_B___atcoder_ABC169_D.json,74,17,57,23,1.28,5,1,1,0.3108108108108108,2.4782608695652173,correct,73,389.7260273972603,2661.0,106.0,405.1867971234575,7,57,0,0,1,0,0,7.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_369_B___atcoder_ABC178_A___atcoder_ABC132_A.json,71,16,55,32,1.27,3,1,1,0.4507042253521127,1.71875,correct,70,413.6,2663.0,103.0,469.81286437924615,6,57,0,0,2,0,0,5.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC139_B___atcoder_ABC132_A___atcoder_ABC124_C.json,95,17,78,26,1.21,3,1,1,0.2736842105263158,3.0,incorrect,94,392.3723404255319,3305.0,100.0,415.77312320472294,12,60,2,0,0,0,0,20.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_607_A___atcoder_ABC149_C___atcoder_ABC122_D.json,78,14,64,35,1.2,3,1,1,0.44871794871794873,1.8285714285714285,incorrect,77,473.0,3684.0,102.0,592.3874754353197,20,41,1,3,0,0,0,11.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_678_B___codeforces_49_A___atcoder_ABC132_A.json,103,34,69,37,1.48,4,1,1,0.3592233009708738,1.864864864864865,correct,102,319.84313725490193,3202.0,100.0,420.686208523105,7,86,0,0,0,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_32_B___atcoder_ABC122_D___codeforces_8_B.json,108,30,78,34,1.37,5,1,1,0.3148148148148148,2.2941176470588234,incorrect,107,419.3551401869159,3698.0,100.0,512.8432445107476,21,64,0,1,0,0,0,21.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_11_A___codeforces_58_B___codeforces_622_A.json,122,40,82,47,1.48,5,1,1,0.38524590163934425,1.7446808510638299,correct,121,362.05785123966945,4405.0,101.0,427.94760772631696,9,95,0,0,0,0,0,16.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC012_A___atcoder_ABC170_A___atcoder_AGC034_B.json,95,21,74,26,1.27,3,1,1,0.2736842105263158,2.8461538461538463,correct,94,301.09574468085106,1657.0,101.0,230.61535583583532,3,87,0,0,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC111_C___codeforces_579_A___atcoder_ABC174_C.json,66,15,51,28,1.27,3,1,1,0.42424242424242425,1.8214285714285714,correct,65,381.9384615384615,4047.0,100.0,541.385487572253,26,25,1,2,3,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC112_A___codeforces_8_B___atcoder_ABC124_C.json,124,34,90,45,1.37,4,1,1,0.3629032258064516,2.0,incorrect,123,378.8048780487805,2836.0,101.0,379.04752629337173,13,86,2,0,1,0,0,20.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC013_A___atcoder_ABC142_A___atcoder_AGC034_B.json,72,16,56,26,1.27,3,1,1,0.3611111111111111,2.1538461538461537,incorrect,71,527.5774647887324,2447.0,102.0,504.3480561780959,13,50,2,0,3,0,0,3.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC153_A___codeforces_276_B___atcoder_ABC129_E.json,78,17,61,42,1.26,3,1,1,0.5384615384615384,1.4523809523809523,correct,77,446.3636363636364,3640.0,102.0,529.9091011696179,19,45,0,3,1,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_23_B___codeforces_579_A___atcoder_ABC043_B.json,79,15,64,48,1.22,3,1,1,0.6075949367088608,1.3333333333333333,correct,78,369.43589743589746,1848.0,103.0,294.0550169277052,5,64,0,0,0,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC178_B___atcoder_ABC124_C___codeforces_678_B.json,54,11,43,19,1.23,3,1,1,0.35185185185185186,2.263157894736842,incorrect,53,540.9433962264151,5794.0,106.0,994.4489857181896,6,36,3,0,0,0,0,7.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_106_B___codeforces_58_B___atcoder_ABC158_A.json,77,15,62,40,1.23,2,1,1,0.5194805194805194,1.55,correct,76,352.82894736842104,1589.0,100.0,305.0501767756859,9,54,0,0,1,0,0,12.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC120_C___codeforces_669_A___codeforces_59_A.json,75,19,56,40,1.32,3,1,1,0.5333333333333333,1.4,correct,74,357.14864864864865,2638.0,107.0,428.6690035297513,7,59,0,0,1,0,0,6.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC012_A___atcoder_ABC170_A___atcoder_ABC178_A.json,92,19,73,52,1.25,3,1,1,0.5652173913043478,1.4038461538461537,correct,91,324.35164835164835,1946.0,103.0,312.55639041890856,2,80,0,1,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC172_D___atcoder_ABC170_A___atcoder_ABC142_A.json,61,10,51,30,1.18,3,1,1,0.4918032786885246,1.7,correct,60,415.73333333333335,1450.0,101.0,333.4863535777722,4,53,0,0,1,0,0,2.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_514_A___atcoder_ABC164_D___atcoder_ABC135_D.json,154,70,84,32,1.82,19,1,1,0.2077922077922078,2.625,incorrect,153,354.65359477124184,2314.0,106.0,208.501650891528,4,142,0,0,3,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_96_B___codeforces_49_A___codeforces_59_A.json,85,22,63,47,1.33,3,1,1,0.5529411764705883,1.3404255319148937,correct,84,475.0952380952381,4165.0,100.0,660.9769261059882,8,68,0,1,0,0,0,7.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC120_C___codeforces_514_A___atcoder_ARC062_B.json,74,20,54,34,1.35,4,1,1,0.4594594594594595,1.588235294117647,incorrect,73,592.8904109589041,4008.0,102.0,836.6205093782538,14,51,0,1,0,0,0,7.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC125_C___codeforces_622_A___atcoder_ABC174_C.json,16,4,12,8,1.25,3,1,1,0.5,1.5,incorrect,15,3203.0,42132.0,124.0,10772.534182553598,4,8,0,0,0,0,0,2.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_306_A___atcoder_ABC124_C___codeforces_579_A.json,153,52,101,46,1.5,5,1,1,0.3006535947712418,2.1956521739130435,incorrect,152,294.64473684210526,2181.0,104.0,294.28776762004776,16,124,1,0,0,0,0,11.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC135_D___codeforces_8_B___codeforces_276_B.json,210,110,100,35,2.09,18,1,1,0.16666666666666666,2.857142857142857,incorrect,209,267.3349282296651,653.0,101.0,180.6382455221134,1,191,0,0,0,0,0,17.0,,
